id,name,label
1266,从标量流水线到超标量流水线,knowledgepoint
1267,超标量流水线综述,knowledgepoint
1268,指令流技术,knowledgepoint
1269,寄存器数据流技术,knowledgepoint
1270,存储器数据流技术,knowledgepoint
1271,PowerPC 620取指,knowledgepoint
1272,PowerPC 620指令分派,knowledgepoint
1273,PowerPC 620指令执行,knowledgepoint
1274,PowerPC 620指令完成,knowledgepoint
1275,模式与模式识别,knowledgepoint
1276,模式识别中的监督与无监督方法,knowledgepoint
1277,模式识别系统的典型案例,knowledgepoint
1278,了解回归问题的定义,knowledgepoint
1279,线性基函数模型,knowledgepoint
1280,贝叶斯线性回归,knowledgepoint
1281,了解聚类的定义,knowledgepoint
1282,k-means聚类算法以及变种,knowledgepoint
1283,混合高斯模型GMM,knowledgepoint
1284,EM算法,knowledgepoint
1285,了解降维的定义,knowledgepoint
1286,最大方差和最小误差形式,knowledgepoint
1287,PCA理论以及降维,knowledgepoint
1288,掌握SVM（支持向量机）,knowledgepoint
1289,掌握RVM（相关向量机）,knowledgepoint
1290,了解神经网络和种类,knowledgepoint
1291,掌握网络训练方法,knowledgepoint
1292,卷积神经网络的概念和应用,knowledgepoint
1293,掌握卷积神经网络的基本原理,knowledgepoint
1294,掌握分组卷积、残差网络的背景和基本原理,knowledgepoint
1295,掌握图模型的概念和基本理论,knowledgepoint
1296,掌握贝叶斯网络的理论,knowledgepoint
1297,了解生成式模型,knowledgepoint
1298,马尔科夫链,knowledgepoint
1299,循环神经网络方法,knowledgepoint
1300,统计信息,knowledgepoint
1301,模型评估,knowledgepoint
1302,泛化能力,knowledgepoint
1303,位置测度,knowledgepoint
1304,离散性度量,knowledgepoint
1305,变异系数,knowledgepoint
1306,随机变量,knowledgepoint
1307,离散概率分布,knowledgepoint
1308,连续概率分布,knowledgepoint
1309,假设检验与置信区间,knowledgepoint
1310,单样本推断,knowledgepoint
1311,两样本推断,knowledgepoint
1312,非参数检验,knowledgepoint
1313,类型数据,knowledgepoint
1314,K近邻法,knowledgepoint
1315,支持向量机,knowledgepoint
1316,随机森林,knowledgepoint
1317,提升方法,knowledgepoint
1318,线性回归,knowledgepoint
1319,相关系数,knowledgepoint
1320,多重线性回归,knowledgepoint
1321,偏相关和多重相关,knowledgepoint
1322,主成分分析,knowledgepoint
1323,K-means,knowledgepoint
1324,谱聚类,knowledgepoint
1325,自然语言处理基本概念与方法,knowledgepoint
1326,自然语言处理应用领域,knowledgepoint
1327,统计学基础,knowledgepoint
1328,信息论基础,knowledgepoint
1329,形态分析,knowledgepoint
1330,句法分析,knowledgepoint
1331,概率上下文无关文法概念,knowledgepoint
1332,PCFG基本问题及其算法,knowledgepoint
1333,PCFG改进方案,knowledgepoint
1334,背景知识,knowledgepoint
1335,前馈神经网络,knowledgepoint
1336,循环神经网络,knowledgepoint
1337,卷积神经网络,knowledgepoint
1338,transformer,knowledgepoint
1339,语言模型综述,knowledgepoint
1340,统计语言模型,knowledgepoint
1341,神经网络语言模型,knowledgepoint
1342,预训练语言模型,knowledgepoint
1343,基于规则的机器翻译,knowledgepoint
1344,基于统计的机器翻译,knowledgepoint
1345,基于神经网络的机器翻译,knowledgepoint
1346,基本概念与基本模型,knowledgepoint
1347,概率检索模型,knowledgepoint
1348,深度神经语义匹配模型,knowledgepoint
1349,问答系统基本概念,knowledgepoint
1350,问答系统基本模型,knowledgepoint
1351,seq2seq模型,knowledgepoint
1352,计算思维与可计算性概述,knowledgepoint
1353,心理问题的特点及其客观性,knowledgepoint
1354,心理与行为计算的问题类型及典型问题,knowledgepoint
1355,神经网络,knowledgepoint
1356,意识与感知,knowledgepoint
1357,思维与语言,knowledgepoint
1358,人格与情绪,knowledgepoint
1359,社会网络的基本特征；,knowledgepoint
1360,博弈行为及价值交换的数学模型；,knowledgepoint
1361,信息传播的数学模型；,knowledgepoint
1362,群体决策的数学模型；,knowledgepoint
1363,基于语言的人格计算；,knowledgepoint
1364,基于语言的情绪计算；,knowledgepoint
1365,基于多模态数据的行为计算；,knowledgepoint
1366,心理干预的主要方法；,knowledgepoint
1367,基于语言的自动化心理干预,knowledgepoint
1368,个性化推荐；,knowledgepoint
1369,社会网络动态分析；,knowledgepoint
1370,智能对话；,knowledgepoint
1371,用户画像；,knowledgepoint
1372,影响力分析,knowledgepoint
1373,嵌入式计算机系统,knowledgepoint
1374,嵌入式计算机系统的设计原则和设计步骤,knowledgepoint
1375,嵌入式处理器,knowledgepoint
1376,选择嵌入式处理器,knowledgepoint
1377,总线概述,knowledgepoint
1378,内总线与外总线,knowledgepoint
1379,总线驱动与控制,knowledgepoint
1380,存储系统设计概述,knowledgepoint
1381,存储器地址译码方式及译码电路,knowledgepoint
1382,RAM,knowledgepoint
1383,EPROM和EEPROM,knowledgepoint
1384,键盘接口,knowledgepoint
1385,数字接口,knowledgepoint
1386,数/模（D/A）变换器接口,knowledgepoint
1387,模/数（A/D）变换器接口,knowledgepoint
1388,显示接口,knowledgepoint
1389,电机接口,knowledgepoint
1390,软件开发模式简述,knowledgepoint
1391,用户程序的基本要求及开发过程,knowledgepoint
1392,高级语言与汇编语言的接口,knowledgepoint
1393,实时监控程序概述,knowledgepoint
1394,实时监控程序设计,knowledgepoint
1395,嵌入式系统的可靠性设计概述,knowledgepoint
1396,故障检测技术,knowledgepoint
1397,硬件的可靠性设计,knowledgepoint
1398,软件的可靠性设计,knowledgepoint
1399,系统的抗干扰设计,knowledgepoint
1400,人工智能,knowledgepoint
1401,智能计算系统,knowledgepoint
1402,智能计算系统驱动范例,knowledgepoint
1403,从机器学习到神经网络,knowledgepoint
1404,神经网络训练,knowledgepoint
1405,神经网络设计原则,knowledgepoint
1406,过拟合与正则化,knowledgepoint
1407,交叉验证,knowledgepoint
1408,适合图像处理的卷积神经网络,knowledgepoint
1409,基于卷积神经网络的图像分类算法,knowledgepoint
1410,基于卷积神经网络的图像目标检测算法,knowledgepoint
1411,序列模型：循环神经网络,knowledgepoint
1412,生成对抗网络,knowledgepoint
1413,深度学习驱动范例,knowledgepoint
1414,编程框架概述,knowledgepoint
1415,TensorFlow编程模型及基本用法,knowledgepoint
1416,基于TensorFlow实现深度学习预测,knowledgepoint
1417,基于TensorFlow实现深度学习训练,knowledgepoint
1418,TensorFlow设计原则,knowledgepoint
1419,TensorFlow计算图机制,knowledgepoint
1420,TensorFlow系统实现,knowledgepoint
1421,编程框架对比,knowledgepoint
1422,深度学习处理器概述,knowledgepoint
1423,目标算法分析,knowledgepoint
1424,深度学习处理器DLP结构,knowledgepoint
1425,深度学习处理器优化设计,knowledgepoint
1426,深度学习处理器性能评价,knowledgepoint
1427,单核深度学习处理器,knowledgepoint
1428,多核深度学习处理器,knowledgepoint
1429,智能计算系统抽象架构,knowledgepoint
1430,智能编程模型,knowledgepoint
1431,智能编程语言基础,knowledgepoint
1432,智能应用编程接口,knowledgepoint
1433,智能应用功能调试,knowledgepoint
1434,智能应用性能调优,knowledgepoint
1435,基于智能编程语言的系统开发,knowledgepoint
1436,物联网起源与发展,knowledgepoint
1437,物联网核心技术,knowledgepoint
1438,物联网主要特点,knowledgepoint
1439,物联网发展趋势,knowledgepoint
1440,物联网应用前景,knowledgepoint
1441,自动识别技术,knowledgepoint
1442,RFID的历史和现状,knowledgepoint
1443,RFID技术分析,knowledgepoint
1444,RFID和物联网,knowledgepoint
1445,无线传感网发展历史,knowledgepoint
1446,无线传感网硬件平台,knowledgepoint
