id,name,label
266,异构计算硬件环境,knowledgeunit
267,CUDA编程,knowledgeunit
268,CUDA应用案例,knowledgeunit
269,OpenCL编程,knowledgeunit
270,OpenCL应用案例与分析,knowledgeunit
271,OpenACC编程,knowledgeunit
272,OpenACC案例分析,knowledgeunit
273,计算机图形学基础,knowledgeunit
274,图形变换,knowledgeunit
275,三维物体的几何表示,knowledgeunit
276,基本图形算法,knowledgeunit
277,基本光照模型和着色绘制,knowledgeunit
278,OpenGL,knowledgeunit
279,编译原理概论,knowledgeunit
280,高级语言和文法,knowledgeunit
281,词法分析,knowledgeunit
282,自顶向下语法分析方法,knowledgeunit
283,自底向上语法分析法,knowledgeunit
284,中间代码生成,knowledgeunit
285,符号表,knowledgeunit
286,运行时环境,knowledgeunit
287,软件体系结构概论,knowledgeunit
288,软件体系结构建模,knowledgeunit
289,软件体系结构风格,knowledgeunit
290,软件体系结构描述,knowledgeunit
291,动态软件体系结构,knowledgeunit
292,Web服务体系结构,knowledgeunit
293,基于软件体系结构的软件开发,knowledgeunit
294,软件体系结构的分析与测试,knowledgeunit
295,软件体系结构评估,knowledgeunit
296,软件产品线体系结构,knowledgeunit
297,大数据概念与应用,knowledgeunit
298,数据采集与预处理,knowledgeunit
299,数据挖掘算法,knowledgeunit
300,大数据挖掘工具,knowledgeunit
301,R语言,knowledgeunit
302,大数据的深度学习,knowledgeunit
303,大数据可视化概念与应用,knowledgeunit
304,互联网大数据处理,knowledgeunit
305,大数据商业应用,knowledgeunit
306,行业大数据,knowledgeunit
307,处理器设计,knowledgeunit
308,超标量结构,knowledgeunit
309,超标量技术,knowledgeunit
310,PowerPC 620,knowledgeunit
311,PowerPC 621,knowledgeunit
312,PowerPC 622,knowledgeunit
313,PowerPC 623,knowledgeunit
314,模式识别的基本概念,knowledgeunit
315,线性回归模型,knowledgeunit
316,模式识别与深度学习聚类,knowledgeunit
317,降维,knowledgeunit
318,分类的概念与基本理论,knowledgeunit
319,深度神经网络,knowledgeunit
320,卷积神经网络,knowledgeunit
321,图模型,knowledgeunit
322,序列数据模型,knowledgeunit
323,统计学习方法概述,knowledgeunit
324,描述性统计,knowledgeunit
325,概率分布,knowledgeunit
326,假设检验,knowledgeunit
327,分类方法,knowledgeunit
328,回归方法,knowledgeunit
329,聚类方法,knowledgeunit
330,自然语言处理概述,knowledgeunit
331,自然语言处理的基础知识,knowledgeunit
332,形态分析与句法分析,knowledgeunit
333,概率上下文无关文法,knowledgeunit
334,神经网络,knowledgeunit
335,智能检索与问答语言模型,knowledgeunit
336,机器翻译,knowledgeunit
337,信息检索,knowledgeunit
338,问答系统,knowledgeunit
339,心理与行为计算绪论,knowledgeunit
340,心理的基本结构,knowledgeunit
341,社会行为的基本结构与数学模型,knowledgeunit
342,心理分析与干预的计算方法,knowledgeunit
343,心理与行为计算的应用,knowledgeunit
344,嵌入式系统设计概述,knowledgeunit
345,嵌入式处理器,knowledgeunit
346,总线设计,knowledgeunit
347,存储系统设计,knowledgeunit
348,嵌入式系统接口,knowledgeunit
349,用户程序设计,knowledgeunit
350,实时监控程序,knowledgeunit
351,嵌入式系统的可靠性设计,knowledgeunit
352,智能计算系统概述,knowledgeunit
353,神经网络基础,knowledgeunit
354,深度学习,knowledgeunit
355,编程框架使用,knowledgeunit
356,编程框架机理,knowledgeunit
357,深度学习处理器原理,knowledgeunit
358,深度学习处理器架构,knowledgeunit
359,智能编程语言,knowledgeunit
360,物联网的概述,knowledgeunit
361,自动识别技术与RFID,knowledgeunit
362,无线传感网,knowledgeunit
363,定位技术,knowledgeunit
364,互联网和移动互联网,knowledgeunit
365,无线接入,knowledgeunit
366,物联网前沿,knowledgeunit
367,安全可信网络安全观,knowledgeunit
368,可信计算理论基础,knowledgeunit
369,可信密码机制,knowledgeunit
370,可信对系统安全的支撑,knowledgeunit
371,可信计算的应用,knowledgeunit
372,数据可视化简介,knowledgeunit
373,视觉感知与认知,knowledgeunit
374,地理信息可视化,knowledgeunit
375,大规模多变量空间数据场可视化,knowledgeunit
376,层次和网络数据可视化,knowledgeunit
377,文本和文档可视化,knowledgeunit
378,可视化中的交互,knowledgeunit
379,可视化软件,knowledgeunit
380,知识图谱概述,knowledgeunit
381,知识表示,knowledgeunit
382,词汇挖掘与实体识别,knowledgeunit
383,关系抽取,knowledgeunit
384,知识图谱的建模与存储,knowledgeunit
385,基于知识图谱的搜索与推荐,knowledgeunit
386,基于知识图谱的问答,knowledgeunit
387,计算机视觉介绍与发展现状,knowledgeunit
388,光场,knowledgeunit
389,多目视觉,knowledgeunit
390,SLAM——机器人基础,knowledgeunit
391,深度相机及应用,knowledgeunit
392,运动捕捉,knowledgeunit
393,语义理解与分析,knowledgeunit
394,命题逻辑,knowledgeunit
395,谓词逻辑,knowledgeunit
396,集合与关系,knowledgeunit
397,离散数学函数,knowledgeunit
398,代数系统,knowledgeunit
399,图论,knowledgeunit
400,计算机导论介绍,knowledgeunit
401,高性能计算,knowledgeunit
402,芯片与计算机,knowledgeunit
403,生物信息导论,knowledgeunit
404,人工智能,knowledgeunit
405,计算机系统（体系）结构,knowledgeunit
406,计算机视觉,knowledgeunit
407,软件开发与软件工程,knowledgeunit
408,万物互联时代的无源感知与计算,knowledgeunit
409,软件定义驱动的未来互联网,knowledgeunit
410,网络空间安全概述,knowledgeunit
411,自然语言处理,knowledgeunit
412,云计算系统,knowledgeunit
413,计算机网络简介,knowledgeunit
414,数据库简介,knowledgeunit
415,数据可视化,knowledgeunit
416,计算机系统与程序设计概述,knowledgeunit
417,C/C++基础知识,knowledgeunit
418,分支程序设计,knowledgeunit
419,数学函数、字符、字符串,knowledgeunit
420,循环,knowledgeunit
421,函数,knowledgeunit
422,一维数组和C串,knowledgeunit
423,多维数组,knowledgeunit
424,递归程序设计,knowledgeunit
425,对象和类,knowledgeunit
426,面向对象,knowledgeunit
427,指针和动态内存管理,knowledgeunit
428,算法分析,knowledgeunit
429,分治法,knowledgeunit
430,贪心法,knowledgeunit
431,动态规划,knowledgeunit
432,回溯与分枝－限界法,knowledgeunit
433,数据结构算法分析,knowledgeunit
434,线性表,knowledgeunit
435,栈和队列,knowledgeunit
436,递归,knowledgeunit
437,字符串,knowledgeunit
438,树和二叉树,knowledgeunit
439,图,knowledgeunit
440,查找,knowledgeunit
441,排序,knowledgeunit
442,计算机系统绪论,knowledgeunit
443,信息的表示和处理,knowledgeunit
444,程序的机器级表示,knowledgeunit
445,处理器体系结构,knowledgeunit
446,存储器的层次结构,knowledgeunit
447,链接,knowledgeunit
448,异常控制流,knowledgeunit
449,虚拟内存,knowledgeunit
450,操作系统概述,knowledgeunit
451,Unix/Linux基础,knowledgeunit
452,进程与线程，死锁,knowledgeunit
453,内存管理,knowledgeunit
454,文件系统,knowledgeunit
455,输入输出设备,knowledgeunit
456,计算机系统机构和高性能计算新技术及对产业发展的推动,knowledgeunit
457,计算机网络与通信新技术及对产业发展的推动,knowledgeunit
458,信息安全新技术及对产业发展的推动,knowledgeunit
459,软件工程新技术及对产业发展的推动,knowledgeunit
460,人工智能新技术及对产业发展的推动,knowledgeunit
461,计算机图形图像新技术及对产业发展的推动,knowledgeunit
462,人机交互新技术及对产业发展的推动,knowledgeunit
463,逻辑电路基础,knowledgeunit
464,组合逻辑设计,knowledgeunit
465,基于硬件描述语言的组合逻辑电路模块设计,knowledgeunit
466,时序逻辑设计,knowledgeunit
467,指令集体系结构,knowledgeunit
468,数据库系统世界（概述）,knowledgeunit
469,关系数据库模型,knowledgeunit
470,关系数据库语言SQL,knowledgeunit
471,关系数据库设计理论,knowledgeunit
472,高层数据库模型,knowledgeunit
473,约束和触发器,knowledgeunit
474,视图与索引,knowledgeunit
475,服务器环境下的SQL,knowledgeunit
476,SQL中的安全机制,knowledgeunit
477,数据库恢复,knowledgeunit
478,并发控制,knowledgeunit
479,NoSQL基本概念,knowledgeunit
480,计算机网络绪论,knowledgeunit
481,应用层,knowledgeunit
482,传输层,knowledgeunit
483,网络层：数据层面,knowledgeunit
484,数据链路层,knowledgeunit
485,面向对象程序设计的原则,knowledgeunit
486,经典设计模式,knowledgeunit
487,设计模式的综合应用,knowledgeunit
488,人工智能概述,knowledgeunit
489,搜索算法,knowledgeunit
490,马尔科夫决策过程,knowledgeunit
491,人工智能的游戏策略,knowledgeunit
492,约束求解,knowledgeunit
493,图像处理概述,knowledgeunit
494,数字图像处理基础,knowledgeunit
495,空间域图像增强,knowledgeunit
496,频率域图像增强,knowledgeunit
497,图形复原,knowledgeunit
498,图像分割,knowledgeunit
499,图像的表示与描述,knowledgeunit
500,图像识别,knowledgeunit
501,自然语言处理导论绪论,knowledgeunit
502,形式语言与自动机机器在NLP中的应用,knowledgeunit
503,语料库与语言知识库,knowledgeunit
504,自然语言处理语言模型,knowledgeunit
505,隐马尔科夫模型,knowledgeunit
506,词性分析与词性标注,knowledgeunit
507,语法理论,knowledgeunit
508,句法分析,knowledgeunit
509,语义分析,knowledgeunit
510,专业英语基本概念,knowledgeunit
511,软件人员英语沟通的各种方法,knowledgeunit
512,软件行业中的英文写作,knowledgeunit
513,强化英文听力练习,knowledgeunit
514,使用英语书写工作计划、工作报告,knowledgeunit
515,使用英语研究和讨论有关软件开发主题,knowledgeunit
516,使用英语进行专业演讲和主持会议,knowledgeunit
517,在英语环境中的工作面试,knowledgeunit
518,软件的本质,knowledgeunit
519,软件过程结构,knowledgeunit
520,过程模型,knowledgeunit
521,敏捷开发,knowledgeunit
522,软件工程的人员方法,knowledgeunit
523,指导实践的原则,knowledgeunit
524,项目管理概念,knowledgeunit
525,过程度量和项目度量,knowledgeunit
526,软件项目估算,knowledgeunit
527,项目进度安排,knowledgeunit
528,风险分析,knowledgeunit
529,维护与再工程,knowledgeunit
530,软件过程改进,knowledgeunit
531,软件工程的新趋势,knowledgeunit
532,UML介绍和软件工程最佳实践,knowledgeunit
533,面向对象概念,knowledgeunit
534,需求分析概述,knowledgeunit
535,用例模型,knowledgeunit
536,分析与设计,knowledgeunit
537,软件体系结构分析,knowledgeunit
538,用例设计,knowledgeunit
539,设计元素,knowledgeunit
540,确定设计机制,knowledgeunit
541,类设计,knowledgeunit
542,形式化方法引论,knowledgeunit
543,集合,knowledgeunit
544,命题逻辑语言,knowledgeunit
545,Z模式,knowledgeunit
546,谓词逻辑语言,knowledgeunit
547,关系与函数,knowledgeunit
548,序列,knowledgeunit
549,形式描述实践,knowledgeunit
550,其他形式描述方法,knowledgeunit
551,数理逻辑系统,knowledgeunit
552,形式验证方法和工具,knowledgeunit
553,软件测试技术绪论,knowledgeunit
554,软件测试基础,knowledgeunit
555,Junit,knowledgeunit
556,测试覆盖和白盒测试,knowledgeunit
557,黑盒测试,knowledgeunit
558,自动化测试和Selenium,knowledgeunit
559,压力测试和Jmeter,knowledgeunit
560,集成测试和验收测试,knowledgeunit
561,测试管理和测试研究新热点,knowledgeunit
562,计算机图形技术绪论,knowledgeunit
563,图形变换与变换管线,knowledgeunit
564,几何建模,knowledgeunit
565,光照模型与纹理贴图,knowledgeunit
566,参数曲线和曲面,knowledgeunit
567,遮挡与阴影,knowledgeunit
568,光线跟踪,knowledgeunit
569,图形编程,knowledgeunit
570,introduction,knowledgeunit
571,Project Evaluation,knowledgeunit
572,Planning,knowledgeunit
573,Selection of an Appropriate,knowledgeunit
574,Project Approach,knowledgeunit
575,Requirement Management,knowledgeunit
576,Effort Estimation,knowledgeunit
577,Assigning Resources,knowledgeunit
578,Project Tracking and Control,knowledgeunit
579,Software Configuration Management,knowledgeunit
580,Software development Management,knowledgeunit
581,"Person, Team and Communications",knowledgeunit
582,软件体系架构的发展历程,knowledgeunit
583,微服务架构,knowledgeunit
584,分布式服务框架,knowledgeunit
585,服务调用链日志跟踪,knowledgeunit
586,分布式数据访问平台,knowledgeunit
587,消息平台,knowledgeunit
588,分布式缓存平台,knowledgeunit
589,企业及微服务架构,knowledgeunit
590,下一代基础架构平台,knowledgeunit
591,数据仓库与数据挖掘引论,knowledgeunit
592,认识数据,knowledgeunit
593,数据预处理,knowledgeunit
594,频繁模式挖掘,knowledgeunit
595,分类,knowledgeunit
596,聚类,knowledgeunit
597,强化学习简介,knowledgeunit
598,从OpenAI和TensorFlow,knowledgeunit
599,马尔可夫决策过程和动态规划,knowledgeunit
600,基于蒙特卡罗方法的博弈游戏,knowledgeunit
601,时间差分学习,knowledgeunit
602,深度学习基础,knowledgeunit
603,生成对抗网络,knowledgeunit
604,计算机视觉概述,knowledgeunit
605,计算机视觉基础,knowledgeunit
606,颜色与光照理论,knowledgeunit
607,图像恢复,knowledgeunit
608,图像特征提取及匹配,knowledgeunit
609,光流和运动,knowledgeunit
610,交互式图像分割,knowledgeunit
611,场景重建,knowledgeunit
612,区块链概述,knowledgeunit
613,区块链中的分布式系统问题,knowledgeunit
614,密码学基础,knowledgeunit
615,比特币技术原理,knowledgeunit
616,以太坊与智能合约,knowledgeunit
617,区块链技术前沿,knowledgeunit
618,虚拟现实简述,knowledgeunit
619,虚拟现实系统的输入装置,knowledgeunit
620,虚拟世界与三维模型,knowledgeunit
621,三维全景技术,knowledgeunit
622,Unity3D界面设计,knowledgeunit
623,AR版Android设计,knowledgeunit
624,机器学习引论,knowledgeunit
625,监督学习,knowledgeunit
626,非监督学习,knowledgeunit
627,集成学习,knowledgeunit
628,特征表示与属性约简,knowledgeunit
629,强化学习,knowledgeunit
630,自然语言处理绪论,knowledgeunit
631,数学基础,knowledgeunit
632,词法与语法,knowledgeunit
633,序列标注,knowledgeunit
634,语言模型,knowledgeunit
635,文本表示学习,knowledgeunit
636,自然语言处理高级应用,knowledgeunit
637,认知科学绪论,knowledgeunit
638,脑科学基础知识,knowledgeunit
639,人工大脑与类脑智能,knowledgeunit
640,认知科学基础,knowledgeunit
641,认知计算,knowledgeunit
642,智能认知系统,knowledgeunit
643,知识工程导论,knowledgeunit
644,知识表示与建模,knowledgeunit
645,知识推理,knowledgeunit
646,知识存储,knowledgeunit
647,知识管理,knowledgeunit
648,知识发现,knowledgeunit
649,情感计算概述,knowledgeunit
650,情感模型介绍,knowledgeunit
651,情感感知与识别及其应用,knowledgeunit
652,情感生成与合成及其在人机交互领域的应用,knowledgeunit
653,基于脑认知的情感生成与感知研究,knowledgeunit
654,情感计算研究热点介绍,knowledgeunit
655,信号与系统的概念,knowledgeunit
656,连续系统的时域分析,knowledgeunit
657,连续时间信号与系统的频域分析（傅里叶变换）,knowledgeunit
658,离散时间信号与系统的频域分析,knowledgeunit
659,连续时间信号与系统的复频域分析（拉普拉斯变换）,knowledgeunit
660,媒体数据表示,knowledgeunit
661,基于内容的媒体检索,knowledgeunit
662,媒体语义理解,knowledgeunit
663,视频分析与处理,knowledgeunit
664,知识表示与推理绪论,knowledgeunit
665,逻辑基础,knowledgeunit
666,可满足性求解,knowledgeunit
667,描述逻辑,knowledgeunit
668,逻辑程序,knowledgeunit
669,其他知识表示方法,knowledgeunit
670,计算机视觉与模式识别概述,knowledgeunit
671,图像统计模型与视觉特征,knowledgeunit
672,计算机视觉中的统计学习与推断,knowledgeunit
673,图像分类,knowledgeunit
674,时序模型及在视觉任务中的应用,knowledgeunit
675,信息检索概述,knowledgeunit
676,检索模型,knowledgeunit
677,检索评价,knowledgeunit
678,索引与检索,knowledgeunit
679,查询操作,knowledgeunit
680,Web检索与智能问答,knowledgeunit
681,数理逻辑,knowledgeunit
682,计算理论,knowledgeunit
683,矩阵分析,knowledgeunit
684,最优化方法,knowledgeunit
685,逻辑与形式化方法绪论,knowledgeunit
686,一阶逻辑与集合论,knowledgeunit
687,关系和函数,knowledgeunit
688,Z的类型和构造单元,knowledgeunit
689,模式和规格说明,knowledgeunit
690,序列和包,knowledgeunit
691,规格说明的实例,knowledgeunit
692,规格说明的形式推理,knowledgeunit
693,模型检测,knowledgeunit
694,安全软件工程概述,knowledgeunit
695,安全需求,knowledgeunit
696,安全设计,knowledgeunit
697,安全编码,knowledgeunit
698,安全测试,knowledgeunit
699,数论基础,knowledgeunit
700,代数基础,knowledgeunit
701,组合数学,knowledgeunit
702,信息论基础,knowledgeunit
703,计算复杂理论基础,knowledgeunit
704,网络协议概述,knowledgeunit
705,物理层协议,knowledgeunit
706,数据链路层协议,knowledgeunit
707,网络层协议,knowledgeunit
708,传输层协议,knowledgeunit
709,应用层协议,knowledgeunit
710,信息系统安全概论,knowledgeunit
711,信息系统物理与设备安全,knowledgeunit
712,操作系统安全,knowledgeunit
713,密码技术,knowledgeunit
714,信息系统安全威胁,knowledgeunit
715,信息系统安全防御,knowledgeunit
716,信息内容安全技术,knowledgeunit
717,信息对抗,knowledgeunit
718,信息系统安全管理,knowledgeunit
719,信息安全犯罪立法与应用,knowledgeunit
720,现代密码学概论,knowledgeunit
721,数据加密标准(DES),knowledgeunit
722,高级加密标准(AES),knowledgeunit
723,密码hash函数,knowledgeunit
724,RSA和Rabin算法,knowledgeunit
725,离散对数,knowledgeunit
726,数字签名,knowledgeunit
727,椭圆曲线,knowledgeunit
728,密码执行,knowledgeunit
729,电子商务与电子现金,knowledgeunit
730,秘密分享与游戏,knowledgeunit
731,零知识证明技术,knowledgeunit
732,密钥建立技术,knowledgeunit
733,软件安全绪论,knowledgeunit
734,软件安全基础知识,knowledgeunit
735,软件安全常用工具,knowledgeunit
736,程序切片,knowledgeunit
737,污点传播分析,knowledgeunit
738,模糊测试,knowledgeunit
739,符号执行,knowledgeunit
740,网络协议逆向分析,knowledgeunit
741,软件漏洞挖掘与分析,knowledgeunit
742,软件漏洞利用技术,knowledgeunit
743,软件逆向工程概述,knowledgeunit
744,x86与x64体系结构,knowledgeunit
745,PE文件格式,knowledgeunit
746,DLL注入,knowledgeunit
747,代码混淆技术,knowledgeunit
748,物联网安全体系结构,knowledgeunit
749,物联网中的加、解密机制,knowledgeunit
750,感知层安全,knowledgeunit
751,物联网应用层安全,knowledgeunit
