from_id,knowledgeunit1,rel,knowledgeunit2,to_id,
531,软件工程的新趋势,同修,并行计算概述,176,
582,软件体系架构的发展历程,同修,并行计算概述,176,
245,大容量和高速度：开发存储器层次,同修,并行计算概述,176,
476,SQL中的安全机制,同修,并行计算概述,176,
469,关系数据库模型,同修,并行计算概述,176,
562,计算机图形技术绪论,同修,并行计算概述,176,
431,动态规划,同修,并行计算概述,176,
214,软件测试,同修,并行计算概述,176,
178,并行计算硬件环境,同修,并行计算概述,176,
455,输入输出设备,同修,并行计算概述,176,
472,高层数据库模型,同修,并行计算概述,176,
450,操作系统概述,同修,并行计算概述,176,
524,项目管理概念,同修,并行计算概述,176,
180,OpenMP,同修,并行计算概述,176,
272,OpenACC案例分析,同修,并行计算概述,176,
664,知识表示与推理绪论,同修,并行计算概述,176,
499,图像的表示与描述,同修,并行计算概述,176,
211,需求分析基础,同修,并行计算概述,176,
567,遮挡与阴影,同修,并行计算概述,176,
565,光照模型与纹理贴图,同修,并行计算概述,176,
268,CUDA应用案例,同修,并行计算概述,176,
213,程序设计语言和编码,同修,并行计算概述,176,
185,并行程序设计方法学,同修,并行计算概述,176,
216,面向对象的需求分析,同修,并行计算概述,176,
369,可信密码机制,同修,并行计算概述,176,
528,风险分析,同修,并行计算概述,176,
522,软件工程的人员方法,同修,并行计算概述,176,
564,几何建模,同修,并行计算概述,176,
270,OpenCL应用案例与分析,同修,并行计算概述,176,
428,算法分析,同修,并行计算概述,176,
667,描述逻辑,同修,并行计算概述,176,
660,媒体数据表示,同修,并行计算概述,176,
653,基于脑认知的情感生成与感知研究,同修,并行计算概述,176,
186,Spark编程,同修,并行计算概述,176,
242,计算机系统概要,同修,并行计算概述,176,
525,过程度量和项目度量,同修,并行计算概述,176,
350,实时监控程序,同修,并行计算概述,176,
344,嵌入式系统设计概述,同修,并行计算概述,176,
181,GPU编程,同修,并行计算概述,176,
494,数字图像处理基础,同修,并行计算概述,176,
617,区块链技术前沿,同修,并行计算概述,176,
669,其他知识表示方法,同修,并行计算概述,176,
217,面向对象的设计方法,同修,并行计算概述,176,
631,数学基础,同修,并行计算概述,176,
496,频率域图像增强,同修,并行计算概述,176,
590,下一代基础架构平台,同修,并行计算概述,176,
367,安全可信网络安全观,同修,并行计算概述,176,
750,感知层安全,同修,并行计算概述,176,
210,软件与软件工程,同修,并行计算概述,176,
362,无线传感网,同修,并行计算概述,176,
470,关系数据库语言SQL,同修,并行计算概述,176,
215,软件维护,同修,并行计算概述,176,
587,消息平台,同修,并行计算概述,176,
500,图像识别,同修,并行计算概述,176,
429,分治法,同修,并行计算概述,176,
266,异构计算硬件环境,同修,并行计算概述,176,
584,分布式服务框架,同修,并行计算概述,176,
432,回溯与分枝－限界法,同修,并行计算概述,176,
588,分布式缓存平台,同修,并行计算概述,176,
661,基于内容的媒体检索,同修,并行计算概述,176,
349,用户程序设计,同修,并行计算概述,176,
199,上下文无关语言,同修,并行计算概述,176,
612,区块链概述,同修,并行计算概述,176,
615,比特币技术原理,同修,并行计算概述,176,
563,图形变换与变换管线,同修,并行计算概述,176,
748,物联网安全体系结构,同修,并行计算概述,176,
177,并行计算的性能评测,同修,并行计算概述,176,
479,NoSQL基本概念,同修,并行计算概述,176,
530,软件过程改进,同修,并行计算概述,176,
632,词法与语法,同修,并行计算概述,176,
351,嵌入式系统的可靠性设计,同修,并行计算概述,176,
665,逻辑基础,同修,并行计算概述,176,
523,指导实践的原则,同修,并行计算概述,176,
568,光线跟踪,同修,并行计算概述,176,
348,嵌入式系统接口,同修,并行计算概述,176,
454,文件系统,同修,并行计算概述,176,
569,图形编程,同修,并行计算概述,176,
630,自然语言处理绪论,同修,并行计算概述,176,
497,图形复原,同修,并行计算概述,176,
198,正则语言,同修,并行计算概述,176,
347,存储系统设计,同修,并行计算概述,176,
634,语言模型,同修,并行计算概述,176,
451,Unix/Linux基础,同修,并行计算概述,176,
474,视图与索引,同修,并行计算概述,176,
346,总线设计,同修,并行计算概述,176,
482,传输层,同修,并行计算概述,176,
196,虚拟化技术,同修,并行计算概述,176,
240,蛋白质二级结构预测,同修,并行计算概述,176,
241,生物网络建模与网络结构分析,同修,并行计算概述,176,
195,云计算基础,同修,并行计算概述,176,
483,网络层：数据层面,同修,并行计算概述,176,
484,数据链路层,同修,并行计算概述,176,
481,应用层,同修,并行计算概述,176,
239,DNA及蛋白序列分析,同修,并行计算概述,176,
237,生物信息学概述,同修,并行计算概述,176,
238,生物数据管理技术,同修,并行计算概述,176,
197,云计算应用开发,同修,并行计算概述,176,
194,云计算概念,同修,并行计算概述,176,
480,计算机网络绪论,同修,并行计算概述,176,
630,自然语言处理绪论,同修,并行计算的性能评测,177,
344,嵌入式系统设计概述,同修,并行计算的性能评测,177,
494,数字图像处理基础,同修,并行计算的性能评测,177,
371,可信计算的应用,同修,并行计算的性能评测,177,
631,数学基础,同修,并行计算的性能评测,177,
213,程序设计语言和编码,同修,并行计算的性能评测,177,
350,实时监控程序,同修,并行计算的性能评测,177,
360,物联网的概述,同修,并行计算的性能评测,177,
468,数据库系统世界（概述）,同修,并行计算的性能评测,177,
526,软件项目估算,同修,并行计算的性能评测,177,
429,分治法,同修,并行计算的性能评测,177,
751,物联网应用层安全,同修,并行计算的性能评测,177,
748,物联网安全体系结构,同修,并行计算的性能评测,177,
665,逻辑基础,同修,并行计算的性能评测,177,
588,分布式缓存平台,同修,并行计算的性能评测,177,
650,情感模型介绍,同修,并行计算的性能评测,177,
562,计算机图形技术绪论,同修,并行计算的性能评测,177,
243,指令：计算机的语言,同修,并行计算的性能评测,177,
636,自然语言处理高级应用,同修,并行计算的性能评测,177,
495,空间域图像增强,同修,并行计算的性能评测,177,
178,并行计算硬件环境,同修,并行计算的性能评测,177,
478,并发控制,同修,并行计算的性能评测,177,
182,MPI分布式编程,同修,并行计算的性能评测,177,
666,可满足性求解,同修,并行计算的性能评测,177,
653,基于脑认知的情感生成与感知研究,同修,并行计算的性能评测,177,
520,过程模型,同修,并行计算的性能评测,177,
244,处理器,同修,并行计算的性能评测,177,
364,互联网和移动互联网,同修,并行计算的性能评测,177,
589,企业及微服务架构,同修,并行计算的性能评测,177,
179,多线程并行程序设计,同修,并行计算的性能评测,177,
497,图形复原,同修,并行计算的性能评测,177,
215,软件维护,同修,并行计算的性能评测,177,
200,邱奇图灵论题,同修,并行计算的性能评测,177,
265,异构计算概述,同修,并行计算的性能评测,177,
615,比特币技术原理,同修,并行计算的性能评测,177,
351,嵌入式系统的可靠性设计,同修,并行计算的性能评测,177,
217,面向对象的设计方法,同修,并行计算的性能评测,177,
750,感知层安全,同修,并行计算的性能评测,177,
530,软件过程改进,同修,并行计算的性能评测,177,
521,敏捷开发,同修,并行计算的性能评测,177,
749,物联网中的加、解密机制,同修,并行计算的性能评测,177,
266,异构计算硬件环境,同修,并行计算的性能评测,177,
523,指导实践的原则,同修,并行计算的性能评测,177,
496,频率域图像增强,同修,并行计算的性能评测,177,
500,图像识别,同修,并行计算的性能评测,177,
361,自动识别技术与RFID,同修,并行计算的性能评测,177,
652,情感生成与合成及其在人机交互领域的应用,同修,并行计算的性能评测,177,
469,关系数据库模型,同修,并行计算的性能评测,177,
524,项目管理概念,同修,并行计算的性能评测,177,
211,需求分析基础,同修,并行计算的性能评测,177,
453,内存管理,同修,并行计算的性能评测,177,
473,约束和触发器,同修,并行计算的性能评测,177,
585,服务调用链日志跟踪,同修,并行计算的性能评测,177,
584,分布式服务框架,同修,并行计算的性能评测,177,
475,服务器环境下的SQL,同修,并行计算的性能评测,177,
272,OpenACC案例分析,同修,并行计算的性能评测,177,
369,可信密码机制,同修,并行计算的性能评测,177,
566,参数曲线和曲面,同修,并行计算的性能评测,177,
181,GPU编程,同修,并行计算的性能评测,177,
661,基于内容的媒体检索,同修,并行计算的性能评测,177,
247,从客户端到云的并行处理器,同修,并行计算的性能评测,177,
365,无线接入,同修,并行计算的性能评测,177,
455,输入输出设备,同修,并行计算的性能评测,177,
667,描述逻辑,同修,并行计算的性能评测,177,
347,存储系统设计,同修,并行计算的性能评测,177,
216,面向对象的需求分析,同修,并行计算的性能评测,177,
633,序列标注,同修,并行计算的性能评测,177,
368,可信计算理论基础,同修,并行计算的性能评测,177,
663,视频分析与处理,同修,并行计算的性能评测,177,
528,风险分析,同修,并行计算的性能评测,177,
493,图像处理概述,同修,并行计算的性能评测,177,
451,Unix/Linux基础,同修,并行计算的性能评测,177,
477,数据库恢复,同修,并行计算的性能评测,177,
183,MPI多级混合编程,同修,并行计算的性能评测,177,
586,分布式数据访问平台,同修,并行计算的性能评测,177,
498,图像分割,同修,并行计算的性能评测,177,
267,CUDA编程,同修,并行计算的性能评测,177,
186,Spark编程,同修,并行计算的性能评测,177,
568,光线跟踪,同修,并行计算的性能评测,177,
185,并行程序设计方法学,同修,并行计算的性能评测,177,
430,贪心法,同修,并行计算的性能评测,177,
668,逻辑程序,同修,并行计算的性能评测,177,
270,OpenCL应用案例与分析,同修,并行计算的性能评测,177,
564,几何建模,同修,并行计算的性能评测,177,
245,大容量和高速度：开发存储器层次,同修,并行计算的性能评测,177,
614,密码学基础,同修,并行计算的性能评测,177,
616,以太坊与智能合约,同修,并行计算的性能评测,177,
432,回溯与分枝－限界法,同修,并行计算的性能评测,177,
617,区块链技术前沿,同修,并行计算的性能评测,177,
431,动态规划,同修,并行计算的性能评测,177,
214,软件测试,同修,并行计算的性能评测,177,
527,项目进度安排,同修,并行计算的性能评测,177,
613,区块链中的分布式系统问题,同修,并行计算的性能评测,177,
474,视图与索引,同修,并行计算的性能评测,177,
563,图形变换与变换管线,同修,并行计算的性能评测,177,
476,SQL中的安全机制,同修,并行计算的性能评测,177,
669,其他知识表示方法,同修,并行计算的性能评测,177,
180,OpenMP,同修,并行计算的性能评测,177,
582,软件体系架构的发展历程,同修,并行计算的性能评测,177,
271,OpenACC编程,同修,并行计算的性能评测,177,
529,维护与再工程,同修,并行计算的性能评测,177,
367,安全可信网络安全观,同修,并行计算的性能评测,177,
518,软件的本质,同修,并行计算的性能评测,177,
525,过程度量和项目度量,同修,并行计算的性能评测,177,
499,图像的表示与描述,同修,并行计算的性能评测,177,
269,OpenCL编程,同修,并行计算的性能评测,177,
522,软件工程的人员方法,同修,并行计算的性能评测,177,
660,媒体数据表示,同修,并行计算的性能评测,177,
634,语言模型,同修,并行计算的性能评测,177,
583,微服务架构,同修,并行计算的性能评测,177,
268,CUDA应用案例,同修,并行计算的性能评测,177,
651,情感感知与识别及其应用,同修,并行计算的性能评测,177,
370,可信对系统安全的支撑,同修,并行计算的性能评测,177,
587,消息平台,同修,并行计算的性能评测,177,
470,关系数据库语言SQL,同修,并行计算的性能评测,177,
348,嵌入式系统接口,同修,并行计算的性能评测,177,
363,定位技术,同修,并行计算的性能评测,177,
479,NoSQL基本概念,同修,并行计算的性能评测,177,
199,上下文无关语言,同修,并行计算的性能评测,177,
565,光照模型与纹理贴图,同修,并行计算的性能评测,177,
184,MapReduce编程,同修,并行计算的性能评测,177,
428,算法分析,同修,并行计算的性能评测,177,
349,用户程序设计,同修,并行计算的性能评测,177,
450,操作系统概述,同修,并行计算的性能评测,177,
635,文本表示学习,同修,并行计算的性能评测,177,
471,关系数据库设计理论,同修,并行计算的性能评测,177,
662,媒体语义理解,同修,并行计算的性能评测,177,
210,软件与软件工程,同修,并行计算的性能评测,177,
242,计算机系统概要,同修,并行计算的性能评测,177,
612,区块链概述,同修,并行计算的性能评测,177,
569,图形编程,同修,并行计算的性能评测,177,
212,软件设计基础,同修,并行计算的性能评测,177,
632,词法与语法,同修,并行计算的性能评测,177,
649,情感计算概述,同修,并行计算的性能评测,177,
664,知识表示与推理绪论,同修,并行计算的性能评测,177,
246,指令级并行,同修,并行计算的性能评测,177,
187,PCAM方法学,同修,并行计算的性能评测,177,
654,情感计算研究热点介绍,同修,并行计算的性能评测,177,
346,总线设计,同修,并行计算的性能评测,177,
472,高层数据库模型,同修,并行计算的性能评测,177,
531,软件工程的新趋势,同修,并行计算的性能评测,177,
176,并行计算概述,同修,并行计算的性能评测,177,
567,遮挡与阴影,同修,并行计算的性能评测,177,
198,正则语言,同修,并行计算的性能评测,177,
362,无线传感网,同修,并行计算的性能评测,177,
519,软件过程结构,同修,并行计算的性能评测,177,
454,文件系统,同修,并行计算的性能评测,177,
366,物联网前沿,同修,并行计算的性能评测,177,
345,嵌入式处理器,同修,并行计算的性能评测,177,
590,下一代基础架构平台,同修,并行计算的性能评测,177,
452,进程与线程，死锁,同修,并行计算的性能评测,177,
237,生物信息学概述,同修,并行计算的性能评测,177,
241,生物网络建模与网络结构分析,同修,并行计算的性能评测,177,
197,云计算应用开发,同修,并行计算的性能评测,177,
483,网络层：数据层面,同修,并行计算的性能评测,177,
482,传输层,同修,并行计算的性能评测,177,
480,计算机网络绪论,同修,并行计算的性能评测,177,
240,蛋白质二级结构预测,同修,并行计算的性能评测,177,
484,数据链路层,同修,并行计算的性能评测,177,
195,云计算基础,同修,并行计算的性能评测,177,
194,云计算概念,同修,并行计算的性能评测,177,
239,DNA及蛋白序列分析,同修,并行计算的性能评测,177,
481,应用层,同修,并行计算的性能评测,177,
196,虚拟化技术,同修,并行计算的性能评测,177,
238,生物数据管理技术,同修,并行计算的性能评测,177,
497,图形复原,同修,并行计算硬件环境,178,
348,嵌入式系统接口,同修,并行计算硬件环境,178,
360,物联网的概述,同修,并行计算硬件环境,178,
614,密码学基础,同修,并行计算硬件环境,178,
428,算法分析,同修,并行计算硬件环境,178,
522,软件工程的人员方法,同修,并行计算硬件环境,178,
347,存储系统设计,同修,并行计算硬件环境,178,
582,软件体系架构的发展历程,同修,并行计算硬件环境,178,
749,物联网中的加、解密机制,同修,并行计算硬件环境,178,
199,上下文无关语言,同修,并行计算硬件环境,178,
468,数据库系统世界（概述）,同修,并行计算硬件环境,178,
269,OpenCL编程,同修,并行计算硬件环境,178,
217,面向对象的设计方法,同修,并行计算硬件环境,178,
186,Spark编程,同修,并行计算硬件环境,178,
183,MPI多级混合编程,同修,并行计算硬件环境,178,
430,贪心法,同修,并行计算硬件环境,178,
669,其他知识表示方法,同修,并行计算硬件环境,178,
214,软件测试,同修,并行计算硬件环境,178,
479,NoSQL基本概念,同修,并行计算硬件环境,178,
216,面向对象的需求分析,同修,并行计算硬件环境,178,
268,CUDA应用案例,同修,并行计算硬件环境,178,
364,互联网和移动互联网,同修,并行计算硬件环境,178,
494,数字图像处理基础,同修,并行计算硬件环境,178,
586,分布式数据访问平台,同修,并行计算硬件环境,178,
635,文本表示学习,同修,并行计算硬件环境,178,
469,关系数据库模型,同修,并行计算硬件环境,178,
528,风险分析,同修,并行计算硬件环境,178,
184,MapReduce编程,同修,并行计算硬件环境,178,
524,项目管理概念,同修,并行计算硬件环境,178,
632,词法与语法,同修,并行计算硬件环境,178,
244,处理器,同修,并行计算硬件环境,178,
180,OpenMP,同修,并行计算硬件环境,178,
634,语言模型,同修,并行计算硬件环境,178,
668,逻辑程序,同修,并行计算硬件环境,178,
563,图形变换与变换管线,同修,并行计算硬件环境,178,
181,GPU编程,同修,并行计算硬件环境,178,
245,大容量和高速度：开发存储器层次,同修,并行计算硬件环境,178,
472,高层数据库模型,同修,并行计算硬件环境,178,
653,基于脑认知的情感生成与感知研究,同修,并行计算硬件环境,178,
370,可信对系统安全的支撑,同修,并行计算硬件环境,178,
451,Unix/Linux基础,同修,并行计算硬件环境,178,
474,视图与索引,同修,并行计算硬件环境,178,
247,从客户端到云的并行处理器,同修,并行计算硬件环境,178,
475,服务器环境下的SQL,同修,并行计算硬件环境,178,
664,知识表示与推理绪论,同修,并行计算硬件环境,178,
565,光照模型与纹理贴图,同修,并行计算硬件环境,178,
272,OpenACC案例分析,同修,并行计算硬件环境,178,
363,定位技术,同修,并行计算硬件环境,178,
617,区块链技术前沿,同修,并行计算硬件环境,178,
666,可满足性求解,同修,并行计算硬件环境,178,
368,可信计算理论基础,同修,并行计算硬件环境,178,
362,无线传感网,同修,并行计算硬件环境,178,
266,异构计算硬件环境,同修,并行计算硬件环境,178,
265,异构计算概述,同修,并行计算硬件环境,178,
661,基于内容的媒体检索,同修,并行计算硬件环境,178,
631,数学基础,同修,并行计算硬件环境,178,
477,数据库恢复,同修,并行计算硬件环境,178,
493,图像处理概述,同修,并行计算硬件环境,178,
473,约束和触发器,同修,并行计算硬件环境,178,
211,需求分析基础,同修,并行计算硬件环境,178,
267,CUDA编程,同修,并行计算硬件环境,178,
521,敏捷开发,同修,并行计算硬件环境,178,
200,邱奇图灵论题,同修,并行计算硬件环境,178,
176,并行计算概述,同修,并行计算硬件环境,178,
662,媒体语义理解,同修,并行计算硬件环境,178,
520,过程模型,同修,并行计算硬件环境,178,
583,微服务架构,同修,并行计算硬件环境,178,
185,并行程序设计方法学,同修,并行计算硬件环境,178,
182,MPI分布式编程,同修,并行计算硬件环境,178,
500,图像识别,同修,并行计算硬件环境,178,
243,指令：计算机的语言,同修,并行计算硬件环境,178,
499,图像的表示与描述,同修,并行计算硬件环境,178,
527,项目进度安排,同修,并行计算硬件环境,178,
525,过程度量和项目度量,同修,并行计算硬件环境,178,
633,序列标注,同修,并行计算硬件环境,178,
453,内存管理,同修,并行计算硬件环境,178,
650,情感模型介绍,同修,并行计算硬件环境,178,
519,软件过程结构,同修,并行计算硬件环境,178,
654,情感计算研究热点介绍,同修,并行计算硬件环境,178,
496,频率域图像增强,同修,并行计算硬件环境,178,
587,消息平台,同修,并行计算硬件环境,178,
246,指令级并行,同修,并行计算硬件环境,178,
530,软件过程改进,同修,并行计算硬件环境,178,
454,文件系统,同修,并行计算硬件环境,178,
478,并发控制,同修,并行计算硬件环境,178,
215,软件维护,同修,并行计算硬件环境,178,
526,软件项目估算,同修,并行计算硬件环境,178,
630,自然语言处理绪论,同修,并行计算硬件环境,178,
450,操作系统概述,同修,并行计算硬件环境,178,
210,软件与软件工程,同修,并行计算硬件环境,178,
455,输入输出设备,同修,并行计算硬件环境,178,
585,服务调用链日志跟踪,同修,并行计算硬件环境,178,
177,并行计算的性能评测,同修,并行计算硬件环境,178,
750,感知层安全,同修,并行计算硬件环境,178,
660,媒体数据表示,同修,并行计算硬件环境,178,
748,物联网安全体系结构,同修,并行计算硬件环境,178,
371,可信计算的应用,同修,并行计算硬件环境,178,
652,情感生成与合成及其在人机交互领域的应用,同修,并行计算硬件环境,178,
198,正则语言,同修,并行计算硬件环境,178,
345,嵌入式处理器,同修,并行计算硬件环境,178,
365,无线接入,同修,并行计算硬件环境,178,
665,逻辑基础,同修,并行计算硬件环境,178,
351,嵌入式系统的可靠性设计,同修,并行计算硬件环境,178,
616,以太坊与智能合约,同修,并行计算硬件环境,178,
179,多线程并行程序设计,同修,并行计算硬件环境,178,
429,分治法,同修,并行计算硬件环境,178,
584,分布式服务框架,同修,并行计算硬件环境,178,
529,维护与再工程,同修,并行计算硬件环境,178,
350,实时监控程序,同修,并行计算硬件环境,178,
498,图像分割,同修,并行计算硬件环境,178,
568,光线跟踪,同修,并行计算硬件环境,178,
344,嵌入式系统设计概述,同修,并行计算硬件环境,178,
663,视频分析与处理,同修,并行计算硬件环境,178,
751,物联网应用层安全,同修,并行计算硬件环境,178,
361,自动识别技术与RFID,同修,并行计算硬件环境,178,
349,用户程序设计,同修,并行计算硬件环境,178,
476,SQL中的安全机制,同修,并行计算硬件环境,178,
523,指导实践的原则,同修,并行计算硬件环境,178,
531,软件工程的新趋势,同修,并行计算硬件环境,178,
649,情感计算概述,同修,并行计算硬件环境,178,
588,分布式缓存平台,同修,并行计算硬件环境,178,
346,总线设计,同修,并行计算硬件环境,178,
518,软件的本质,同修,并行计算硬件环境,178,
495,空间域图像增强,同修,并行计算硬件环境,178,
590,下一代基础架构平台,同修,并行计算硬件环境,178,
187,PCAM方法学,同修,并行计算硬件环境,178,
367,安全可信网络安全观,同修,并行计算硬件环境,178,
589,企业及微服务架构,同修,并行计算硬件环境,178,
564,几何建模,同修,并行计算硬件环境,178,
567,遮挡与阴影,同修,并行计算硬件环境,178,
242,计算机系统概要,同修,并行计算硬件环境,178,
431,动态规划,同修,并行计算硬件环境,178,
562,计算机图形技术绪论,同修,并行计算硬件环境,178,
471,关系数据库设计理论,同修,并行计算硬件环境,178,
566,参数曲线和曲面,同修,并行计算硬件环境,178,
212,软件设计基础,同修,并行计算硬件环境,178,
369,可信密码机制,同修,并行计算硬件环境,178,
613,区块链中的分布式系统问题,同修,并行计算硬件环境,178,
667,描述逻辑,同修,并行计算硬件环境,178,
615,比特币技术原理,同修,并行计算硬件环境,178,
213,程序设计语言和编码,同修,并行计算硬件环境,178,
470,关系数据库语言SQL,同修,并行计算硬件环境,178,
612,区块链概述,同修,并行计算硬件环境,178,
270,OpenCL应用案例与分析,同修,并行计算硬件环境,178,
452,进程与线程，死锁,同修,并行计算硬件环境,178,
366,物联网前沿,同修,并行计算硬件环境,178,
569,图形编程,同修,并行计算硬件环境,178,
432,回溯与分枝－限界法,同修,并行计算硬件环境,178,
651,情感感知与识别及其应用,同修,并行计算硬件环境,178,
271,OpenACC编程,同修,并行计算硬件环境,178,
636,自然语言处理高级应用,同修,并行计算硬件环境,178,
238,生物数据管理技术,同修,并行计算硬件环境,178,
196,虚拟化技术,同修,并行计算硬件环境,178,
480,计算机网络绪论,同修,并行计算硬件环境,178,
483,网络层：数据层面,同修,并行计算硬件环境,178,
197,云计算应用开发,同修,并行计算硬件环境,178,
484,数据链路层,同修,并行计算硬件环境,178,
240,蛋白质二级结构预测,同修,并行计算硬件环境,178,
482,传输层,同修,并行计算硬件环境,178,
195,云计算基础,同修,并行计算硬件环境,178,
237,生物信息学概述,同修,并行计算硬件环境,178,
194,云计算概念,同修,并行计算硬件环境,178,
239,DNA及蛋白序列分析,同修,并行计算硬件环境,178,
241,生物网络建模与网络结构分析,同修,并行计算硬件环境,178,
481,应用层,同修,并行计算硬件环境,178,
479,NoSQL基本概念,同修,多线程并行程序设计,179,
360,物联网的概述,同修,多线程并行程序设计,179,
614,密码学基础,同修,多线程并行程序设计,179,
748,物联网安全体系结构,同修,多线程并行程序设计,179,
362,无线传感网,同修,多线程并行程序设计,179,
653,基于脑认知的情感生成与感知研究,同修,多线程并行程序设计,179,
346,总线设计,同修,多线程并行程序设计,179,
350,实时监控程序,同修,多线程并行程序设计,179,
616,以太坊与智能合约,同修,多线程并行程序设计,179,
630,自然语言处理绪论,同修,多线程并行程序设计,179,
472,高层数据库模型,同修,多线程并行程序设计,179,
365,无线接入,同修,多线程并行程序设计,179,
583,微服务架构,同修,多线程并行程序设计,179,
590,下一代基础架构平台,同修,多线程并行程序设计,179,
568,光线跟踪,同修,多线程并行程序设计,179,
470,关系数据库语言SQL,同修,多线程并行程序设计,179,
181,GPU编程,同修,多线程并行程序设计,179,
432,回溯与分枝－限界法,同修,多线程并行程序设计,179,
272,OpenACC案例分析,同修,多线程并行程序设计,179,
562,计算机图形技术绪论,同修,多线程并行程序设计,179,
665,逻辑基础,同修,多线程并行程序设计,179,
527,项目进度安排,同修,多线程并行程序设计,179,
585,服务调用链日志跟踪,同修,多线程并行程序设计,179,
453,内存管理,同修,多线程并行程序设计,179,
211,需求分析基础,同修,多线程并行程序设计,179,
666,可满足性求解,同修,多线程并行程序设计,179,
347,存储系统设计,同修,多线程并行程序设计,179,
371,可信计算的应用,同修,多线程并行程序设计,179,
521,敏捷开发,同修,多线程并行程序设计,179,
525,过程度量和项目度量,同修,多线程并行程序设计,179,
200,邱奇图灵论题,同修,多线程并行程序设计,179,
530,软件过程改进,同修,多线程并行程序设计,179,
518,软件的本质,同修,多线程并行程序设计,179,
186,Spark编程,同修,多线程并行程序设计,179,
633,序列标注,同修,多线程并行程序设计,179,
498,图像分割,同修,多线程并行程序设计,179,
586,分布式数据访问平台,同修,多线程并行程序设计,179,
185,并行程序设计方法学,同修,多线程并行程序设计,179,
617,区块链技术前沿,同修,多线程并行程序设计,179,
267,CUDA编程,同修,多线程并行程序设计,179,
367,安全可信网络安全观,同修,多线程并行程序设计,179,
344,嵌入式系统设计概述,同修,多线程并行程序设计,179,
474,视图与索引,同修,多线程并行程序设计,179,
268,CUDA应用案例,同修,多线程并行程序设计,179,
180,OpenMP,同修,多线程并行程序设计,179,
198,正则语言,同修,多线程并行程序设计,179,
212,软件设计基础,同修,多线程并行程序设计,179,
528,风险分析,同修,多线程并行程序设计,179,
495,空间域图像增强,同修,多线程并行程序设计,179,
351,嵌入式系统的可靠性设计,同修,多线程并行程序设计,179,
749,物联网中的加、解密机制,同修,多线程并行程序设计,179,
632,词法与语法,同修,多线程并行程序设计,179,
455,输入输出设备,同修,多线程并行程序设计,179,
